row_number,field,before,after,hunt_code,hunt_name,source_file
32,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
32,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
32,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
33,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
33,record_type,point_level_draw_result,conservation_auction_allocation,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
33,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
33,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
33,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
34,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
34,record_type,point_level_draw_result,conservation_auction_allocation,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
34,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
34,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
34,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
35,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
35,record_type,point_level_draw_result,conservation_auction_allocation,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
35,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
35,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
35,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
36,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
36,record_type,point_level_draw_result,conservation_auction_allocation,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
36,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
36,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
36,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
37,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
37,record_type,point_level_draw_result,conservation_auction_allocation,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
37,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
37,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
37,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
38,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
38,record_type,point_level_draw_result,conservation_auction_allocation,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
38,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
38,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
38,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
39,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
39,record_type,point_level_draw_result,conservation_auction_allocation,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
39,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
39,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
39,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
40,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
40,record_type,point_level_draw_result,conservation_auction_allocation,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
40,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
40,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
40,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
41,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
41,record_type,point_level_draw_result,conservation_auction_allocation,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
41,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
41,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
41,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
42,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
42,record_type,point_level_draw_result,conservation_auction_allocation,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
42,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
42,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
42,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
43,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
43,record_type,point_level_draw_result,conservation_auction_allocation,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
43,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
43,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
43,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
44,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
44,record_type,point_level_draw_result,conservation_auction_allocation,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
44,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
44,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
44,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
45,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
45,record_type,point_level_draw_result,conservation_auction_allocation,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
45,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
45,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
45,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
46,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
46,record_type,point_level_draw_result,conservation_auction_allocation,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
46,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
46,qa_status,,OK,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
46,notes,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR,2025 family metadata repaired from canonical source-file lineage; no numeric fields changed. source_classification=BLACK_BEAR Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,2025_PERMITS=2026_MODEL__BEAR DRAW RESULTS.pdf
47,draw_design,Allocation / Reference Only,Organizations,BR7307,La Sal,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf
47,record_type,supplemental_permit_total_row,conservation_auction_allocation,BR7307,La Sal,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf
47,algorithm_status,,NOT_SCORABLE_AUCTIONED_CONSERVATION,BR7307,La Sal,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf
47,qa_status,,OK,BR7307,La Sal,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf
47,notes,Preserved supplemental normalized artifact for year-specific comparison.,Preserved supplemental normalized artifact for year-specific comparison. Conservation permit is auctioned/organization allocation; not a scorable draw result.,BR7307,La Sal,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 Black Bear Draw odds.pdf
