severity,issue_type,file_path,hunt_code,details,recommended_fix
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1234,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1236,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1237,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1238,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1239,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1240,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1241,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1242,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1243,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1244,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1245,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1246,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1248,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1249,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1250,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1251,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1252,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1253,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1255,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1256,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1258,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1259,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1260,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1261,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1263,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1264,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1265,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1266,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1269,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1270,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1271,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1272,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1273,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1274,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1275,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1277,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1279,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1280,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1281,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1282,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1283,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1285,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1286,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1287,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1288,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1289,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1290,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1291,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1292,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1293,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1294,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1295,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1298,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1299,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1300,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1301,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1303,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1304,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1305,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1306,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1308,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1309,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1310,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1312,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1317,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1322,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1323,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1325,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1326,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1327,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1328,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1330,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1331,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1332,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1333,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1334,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1335,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1336,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1337,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1341,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1342,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1347,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1349,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1351,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1501,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1502,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1503,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1504,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1506,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1508,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1509,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1510,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1511,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1512,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1513,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1514,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1516,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1517,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1518,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1519,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1521,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1522,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1523,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1524,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1525,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1526,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1529,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1531,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1533,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1534,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1536,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1538,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1539,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1540,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1541,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1542,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1543,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1544,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1546,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1547,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1549,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1551,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1552,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1553,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1554,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1555,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1556,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1559,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1561,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1563,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1564,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1566,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1568,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1569,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1570,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1571,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1572,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1573,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1574,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1576,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1577,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1579,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1581,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1582,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1583,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1584,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1585,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1586,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1589,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1591,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1592,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1593,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1594,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1595,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1596,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1597,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1598,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1599,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1600,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1601,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1602,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1603,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1604,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1605,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1606,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1607,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1608,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1609,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1610,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1611,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1612,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1613,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1614,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1615,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1616,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
HIGH,point_ladder_row_exists_but_hunt_reference_missing,processed_data/point_ladder_view.csv,DB1617,Ladder code not in reference feed.,Reconcile ladder universe with reference feed.
