hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,recommended_res,recommended_nr,recommended_total,database_alignment,reconciliation_status,winner_source,confidence,source_support_count,source_presence,conflicting_sources,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status
EL3000,"Beaver, East",Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3002,"Book Cliffs, Little Creek Roadless",Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3003,"Cache, Meadowville",Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3005,"Cache, South",Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3006,Manti,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3008,"Fillmore, Pahvant",Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3009,"La Sal, La Sal Mtns",Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3010,Monroe,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3011,Mt Dutton,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3013,"North Slope, Three Corners",Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3015,Panguitch Lake,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3018,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3019,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3020,Diamond Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3022,Wasatch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3024,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3025,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3028,"Book Cliffs, Little Creek Roadless",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3031,"Box Elder, Pilot Mtn",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3032,"Cache, Meadowville",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3033,"Cache, Meadowville",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3036,"Cache, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3037,"Cache, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3038,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3039,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3042,"Fillmore, Pahvant",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3043,"Fillmore, Pahvant",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3044,"La Sal, Dolores Triangle",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Dec 06 2025 - Jan 31 2026 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3045,"La Sal, La Sal Mtns",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3046,"La Sal, La Sal Mtns",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3047,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3048,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3049,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3050,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3053,"North Slope, Three Corners",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3056,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3057,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3063,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3064,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3065,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3068,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3069,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3072,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3073,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3077,"Beaver, East",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3079,"Book Cliffs, Little Creek Roadless",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3081,"Cache, Meadowville",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3083,"Cache, South",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3084,Manti,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3086,"Fillmore, Pahvant",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3087,"La Sal, La Sal Mtns",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3088,Monroe,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3089,Mt Dutton,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3091,"North Slope, Three Corners",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3093,Panguitch Lake,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3096,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
EL3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,NOT_COMPARED,NO_RECONCILIATION_REVIEW,NONE,NO_PERMIT_VALUE,0,HANUMBER|HUNTTABLE|DATABASE,,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED
