key,hunt_code,residency,draw_pool,points,eligible_applicants,total_drawn,source_report_family,source_file
2026|2027|BR1015|Resident|standard|3,BR1015,Resident,standard,3,0,0,BLACK_BEAR_RESTRICTED_PURSUIT,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR RESTRICTED PURSUIT DRAW RESULTS.pdf
2026|2027|BR1015|Resident|standard|4,BR1015,Resident,standard,4,0,0,BLACK_BEAR_RESTRICTED_PURSUIT,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR RESTRICTED PURSUIT DRAW RESULTS.pdf
2026|2027|BR1016|Nonresident|standard|2,BR1016,Nonresident,standard,2,0,0,BLACK_BEAR_RESTRICTED_PURSUIT,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR RESTRICTED PURSUIT DRAW RESULTS.pdf
2026|2027|BR1016|Resident|standard|0,BR1016,Resident,standard,0,0,0,BLACK_BEAR_RESTRICTED_PURSUIT,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR RESTRICTED PURSUIT DRAW RESULTS.pdf
2026|2027|BR1016|Resident|standard|1,BR1016,Resident,standard,1,0,0,BLACK_BEAR_RESTRICTED_PURSUIT,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR RESTRICTED PURSUIT DRAW RESULTS.pdf
2026|2027|BR1016|Resident|standard|2,BR1016,Resident,standard,2,0,0,BLACK_BEAR_RESTRICTED_PURSUIT,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR RESTRICTED PURSUIT DRAW RESULTS.pdf
2026|2027|BR1016|Resident|standard|3,BR1016,Resident,standard,3,0,0,BLACK_BEAR_RESTRICTED_PURSUIT,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR RESTRICTED PURSUIT DRAW RESULTS.pdf
2026|2027|BR1017|Resident|standard|0,BR1017,Resident,standard,0,0,0,BLACK_BEAR_RESTRICTED_PURSUIT,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR RESTRICTED PURSUIT DRAW RESULTS.pdf
2026|2027|BR1017|Resident|standard|1,BR1017,Resident,standard,1,0,0,BLACK_BEAR_RESTRICTED_PURSUIT,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR RESTRICTED PURSUIT DRAW RESULTS.pdf
2026|2027|BR1017|Resident|standard|2,BR1017,Resident,standard,2,0,0,BLACK_BEAR_RESTRICTED_PURSUIT,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR RESTRICTED PURSUIT DRAW RESULTS.pdf
2026|2027|BR1017|Resident|standard|3,BR1017,Resident,standard,3,0,0,BLACK_BEAR_RESTRICTED_PURSUIT,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR RESTRICTED PURSUIT DRAW RESULTS.pdf
2026|2027|BR1017|Resident|standard|4,BR1017,Resident,standard,4,0,0,BLACK_BEAR_RESTRICTED_PURSUIT,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR RESTRICTED PURSUIT DRAW RESULTS.pdf
2026|2027|BR7000|Nonresident|standard|10,BR7000,Nonresident,standard,10,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7000|Nonresident|standard|11,BR7000,Nonresident,standard,11,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7000|Nonresident|standard|12,BR7000,Nonresident,standard,12,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7000|Nonresident|standard|13,BR7000,Nonresident,standard,13,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7000|Nonresident|standard|6,BR7000,Nonresident,standard,6,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7001|Nonresident|standard|11,BR7001,Nonresident,standard,11,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7001|Nonresident|standard|12,BR7001,Nonresident,standard,12,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7001|Nonresident|standard|13,BR7001,Nonresident,standard,13,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7001|Resident|standard|10,BR7001,Resident,standard,10,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7001|Resident|standard|13,BR7001,Resident,standard,13,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7001|Resident|standard|14,BR7001,Resident,standard,14,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7003|Nonresident|standard|10,BR7003,Nonresident,standard,10,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7003|Nonresident|standard|11,BR7003,Nonresident,standard,11,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7003|Nonresident|standard|12,BR7003,Nonresident,standard,12,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7003|Nonresident|standard|13,BR7003,Nonresident,standard,13,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7003|Nonresident|standard|2,BR7003,Nonresident,standard,2,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7003|Nonresident|standard|6,BR7003,Nonresident,standard,6,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7003|Nonresident|standard|7,BR7003,Nonresident,standard,7,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7003|Nonresident|standard|8,BR7003,Nonresident,standard,8,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7003|Nonresident|standard|9,BR7003,Nonresident,standard,9,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7003|Resident|standard|12,BR7003,Resident,standard,12,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7003|Resident|standard|8,BR7003,Resident,standard,8,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7004|Nonresident|standard|10,BR7004,Nonresident,standard,10,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7004|Nonresident|standard|11,BR7004,Nonresident,standard,11,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7004|Nonresident|standard|12,BR7004,Nonresident,standard,12,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7004|Nonresident|standard|5,BR7004,Nonresident,standard,5,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7004|Nonresident|standard|6,BR7004,Nonresident,standard,6,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7004|Nonresident|standard|8,BR7004,Nonresident,standard,8,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7004|Nonresident|standard|9,BR7004,Nonresident,standard,9,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|0,BR7005,Nonresident,standard,0,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|1,BR7005,Nonresident,standard,1,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|10,BR7005,Nonresident,standard,10,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|11,BR7005,Nonresident,standard,11,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|12,BR7005,Nonresident,standard,12,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|13,BR7005,Nonresident,standard,13,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|14,BR7005,Nonresident,standard,14,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|15,BR7005,Nonresident,standard,15,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|16,BR7005,Nonresident,standard,16,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|2,BR7005,Nonresident,standard,2,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|3,BR7005,Nonresident,standard,3,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|4,BR7005,Nonresident,standard,4,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|5,BR7005,Nonresident,standard,5,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|6,BR7005,Nonresident,standard,6,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|7,BR7005,Nonresident,standard,7,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|8,BR7005,Nonresident,standard,8,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Nonresident|standard|9,BR7005,Nonresident,standard,9,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Resident|standard|11,BR7005,Resident,standard,11,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Resident|standard|13,BR7005,Resident,standard,13,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Resident|standard|14,BR7005,Resident,standard,14,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7005|Resident|standard|15,BR7005,Resident,standard,15,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7007|Nonresident|standard|0,BR7007,Nonresident,standard,0,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7007|Nonresident|standard|1,BR7007,Nonresident,standard,1,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7007|Nonresident|standard|2,BR7007,Nonresident,standard,2,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7007|Nonresident|standard|3,BR7007,Nonresident,standard,3,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7007|Nonresident|standard|4,BR7007,Nonresident,standard,4,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7007|Nonresident|standard|5,BR7007,Nonresident,standard,5,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7007|Nonresident|standard|6,BR7007,Nonresident,standard,6,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7007|Nonresident|standard|7,BR7007,Nonresident,standard,7,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7009|Nonresident|standard|0,BR7009,Nonresident,standard,0,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7009|Nonresident|standard|1,BR7009,Nonresident,standard,1,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7009|Nonresident|standard|2,BR7009,Nonresident,standard,2,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7009|Nonresident|standard|3,BR7009,Nonresident,standard,3,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7009|Nonresident|standard|4,BR7009,Nonresident,standard,4,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7009|Nonresident|standard|5,BR7009,Nonresident,standard,5,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7009|Nonresident|standard|6,BR7009,Nonresident,standard,6,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7009|Nonresident|standard|7,BR7009,Nonresident,standard,7,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7009|Nonresident|standard|8,BR7009,Nonresident,standard,8,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7009|Resident|standard|5,BR7009,Resident,standard,5,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7009|Resident|standard|6,BR7009,Resident,standard,6,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Nonresident|standard|0,BR7010,Nonresident,standard,0,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Nonresident|standard|1,BR7010,Nonresident,standard,1,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Nonresident|standard|10,BR7010,Nonresident,standard,10,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Nonresident|standard|11,BR7010,Nonresident,standard,11,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Nonresident|standard|12,BR7010,Nonresident,standard,12,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Nonresident|standard|2,BR7010,Nonresident,standard,2,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Nonresident|standard|3,BR7010,Nonresident,standard,3,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Nonresident|standard|4,BR7010,Nonresident,standard,4,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Nonresident|standard|5,BR7010,Nonresident,standard,5,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Nonresident|standard|6,BR7010,Nonresident,standard,6,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Nonresident|standard|7,BR7010,Nonresident,standard,7,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Nonresident|standard|8,BR7010,Nonresident,standard,8,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Nonresident|standard|9,BR7010,Nonresident,standard,9,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Resident|standard|10,BR7010,Resident,standard,10,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Resident|standard|11,BR7010,Resident,standard,11,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7010|Resident|standard|9,BR7010,Resident,standard,9,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7011|Nonresident|standard|0,BR7011,Nonresident,standard,0,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7011|Nonresident|standard|1,BR7011,Nonresident,standard,1,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7011|Nonresident|standard|2,BR7011,Nonresident,standard,2,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7011|Nonresident|standard|3,BR7011,Nonresident,standard,3,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7011|Nonresident|standard|4,BR7011,Nonresident,standard,4,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7011|Nonresident|standard|5,BR7011,Nonresident,standard,5,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7011|Nonresident|standard|6,BR7011,Nonresident,standard,6,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7011|Nonresident|standard|7,BR7011,Nonresident,standard,7,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7011|Nonresident|standard|8,BR7011,Nonresident,standard,8,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7012|Nonresident|standard|10,BR7012,Nonresident,standard,10,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7012|Nonresident|standard|5,BR7012,Nonresident,standard,5,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7013|Nonresident|standard|0,BR7013,Nonresident,standard,0,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7013|Nonresident|standard|1,BR7013,Nonresident,standard,1,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
2026|2027|BR7013|Nonresident|standard|10,BR7013,Nonresident,standard,10,0,0,BLACK_BEAR,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf
