hunt_code,year,residency,points,application_value_score,decision_label,modeled_draw_probability_score,hunt_quality_score,point_value_score,demand_opportunity_score,permit_stability_score
DB1239,2026,Resident,27,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,26,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,25,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,24,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,23,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,22,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,21,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,20,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,19,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,18,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,17,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,16,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,15,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,14,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,13,28.85,INSUFFICIENT DATA,0.0,75.4,0.0,0.0,100.0
DB1239,2026,Resident,12,29.45,INSUFFICIENT DATA,0.0,75.4,4.0,0.0,100.0
DB1239,2026,Resident,11,30.65,INSUFFICIENT DATA,0.0,75.4,12.0,0.0,100.0
DB1239,2026,Resident,10,55.6,SLEEPER,25.0,75.4,20.0,100.0,100.0
DB1239,2026,Resident,8,34.25,INSUFFICIENT DATA,0.0,75.4,36.0,0.0,100.0
DB1239,2026,Resident,7,35.45,INSUFFICIENT DATA,0.0,75.4,44.0,0.0,100.0
DB1239,2026,Resident,6,36.65,INSUFFICIENT DATA,0.0,75.4,52.0,0.0,100.0
DB1239,2026,Resident,5,37.85,INSUFFICIENT DATA,0.0,75.4,60.0,0.0,100.0
DB1239,2026,Resident,4,39.05,INSUFFICIENT DATA,0.0,75.4,68.0,0.0,100.0
DB1239,2026,Resident,3,64.0,SLEEPER,25.0,75.4,76.0,100.0,100.0
DB1239,2026,Resident,1,42.65,INSUFFICIENT DATA,0.0,75.4,92.0,0.0,100.0
DB1240,2026,Nonresident,32,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,31,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,30,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,29,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,28,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,27,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,26,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,25,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,24,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,23,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,22,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,21,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,20,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,19,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,18,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,17,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,16,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,15,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,14,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,13,15.13,INSUFFICIENT DATA,0.0,44.521,0.0,0.0,40.0
DB1240,2026,Nonresident,12,15.73,INSUFFICIENT DATA,0.0,44.521,4.0,0.0,40.0
DB1240,2026,Nonresident,11,16.93,INSUFFICIENT DATA,0.0,44.521,12.0,0.0,40.0
DB1240,2026,Nonresident,10,18.13,INSUFFICIENT DATA,0.0,44.521,20.0,0.0,40.0
DB1240,2026,Nonresident,9,19.33,INSUFFICIENT DATA,0.0,44.521,28.0,0.0,40.0
DB1240,2026,Nonresident,8,20.53,INSUFFICIENT DATA,0.0,44.521,36.0,0.0,40.0
DB1240,2026,Nonresident,7,21.73,INSUFFICIENT DATA,0.0,44.521,44.0,0.0,40.0
DB1240,2026,Nonresident,6,22.93,INSUFFICIENT DATA,0.0,44.521,52.0,0.0,40.0
DB1240,2026,Nonresident,5,24.13,INSUFFICIENT DATA,0.0,44.521,60.0,0.0,40.0
DB1240,2026,Nonresident,4,25.33,INSUFFICIENT DATA,0.0,44.521,68.0,0.0,40.0
DB1240,2026,Nonresident,3,26.53,INSUFFICIENT DATA,0.0,44.521,76.0,0.0,40.0
DB1240,2026,Nonresident,2,27.73,INSUFFICIENT DATA,0.0,44.521,84.0,0.0,40.0
DB1240,2026,Nonresident,1,28.93,INSUFFICIENT DATA,0.0,44.521,92.0,0.0,40.0
DB1240,2026,Nonresident,0,30.13,INSUFFICIENT DATA,0.0,44.521,100.0,0.0,40.0
DB1240,2026,Resident,32,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,31,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,30,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,29,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,28,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,27,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,26,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,25,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,24,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,23,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,22,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,21,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,20,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,19,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,18,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,17,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,16,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,15,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,14,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,13,21.693,INSUFFICIENT DATA,0.0,46.771,0.0,0.0,100.0
DB1240,2026,Resident,12,22.293,INSUFFICIENT DATA,0.0,46.771,4.0,0.0,100.0
DB1240,2026,Resident,11,23.493,INSUFFICIENT DATA,0.0,46.771,12.0,0.0,100.0
DB1240,2026,Resident,10,24.693,INSUFFICIENT DATA,0.0,46.771,20.0,0.0,100.0
DB1240,2026,Resident,9,25.893,INSUFFICIENT DATA,0.0,46.771,28.0,0.0,100.0
DB1240,2026,Resident,8,27.093,INSUFFICIENT DATA,0.0,46.771,36.0,0.0,100.0
DB1240,2026,Resident,7,52.043,SLEEPER,25.0,46.771,44.0,100.0,100.0
DB1240,2026,Resident,5,30.693,INSUFFICIENT DATA,0.0,46.771,60.0,0.0,100.0
DB1240,2026,Resident,4,55.643,SLEEPER,25.0,46.771,68.0,100.0,100.0
DB1241,2026,Nonresident,32,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,31,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,30,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,29,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,28,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,27,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,26,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,25,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,24,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,23,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,22,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,21,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,20,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,19,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,18,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,17,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,16,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,15,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,14,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,13,22.3,INSUFFICIENT DATA,0.0,73.2,0.0,0.0,40.0
DB1241,2026,Nonresident,12,22.9,INSUFFICIENT DATA,0.0,73.2,4.0,0.0,40.0
DB1241,2026,Nonresident,11,24.1,INSUFFICIENT DATA,0.0,73.2,12.0,0.0,40.0
DB1241,2026,Nonresident,10,25.3,INSUFFICIENT DATA,0.0,73.2,20.0,0.0,40.0
DB1241,2026,Nonresident,9,26.5,INSUFFICIENT DATA,0.0,73.2,28.0,0.0,40.0
DB1241,2026,Nonresident,8,27.7,INSUFFICIENT DATA,0.0,73.2,36.0,0.0,40.0
DB1241,2026,Nonresident,7,28.9,INSUFFICIENT DATA,0.0,73.2,44.0,0.0,40.0
DB1241,2026,Nonresident,6,30.1,INSUFFICIENT DATA,0.0,73.2,52.0,0.0,40.0
DB1241,2026,Nonresident,5,31.3,INSUFFICIENT DATA,0.0,73.2,60.0,0.0,40.0
DB1241,2026,Nonresident,4,32.5,INSUFFICIENT DATA,0.0,73.2,68.0,0.0,40.0
DB1241,2026,Nonresident,3,33.7,INSUFFICIENT DATA,0.0,73.2,76.0,0.0,40.0
DB1241,2026,Nonresident,2,34.9,INSUFFICIENT DATA,0.0,73.2,84.0,0.0,40.0
DB1241,2026,Nonresident,1,36.1,INSUFFICIENT DATA,0.0,73.2,92.0,0.0,40.0
DB1241,2026,Nonresident,0,37.3,INSUFFICIENT DATA,0.0,73.2,100.0,0.0,40.0
DB1241,2026,Resident,32,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,31,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,30,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,29,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,28,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,27,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,26,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,25,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,24,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,23,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,22,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,21,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,20,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,19,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,18,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,17,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,16,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,15,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,14,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,13,28.863,INSUFFICIENT DATA,0.0,75.45,0.0,0.0,100.0
DB1241,2026,Resident,12,29.463,INSUFFICIENT DATA,0.0,75.45,4.0,0.0,100.0
DB1241,2026,Resident,11,30.663,INSUFFICIENT DATA,0.0,75.45,12.0,0.0,100.0
DB1241,2026,Resident,10,31.863,INSUFFICIENT DATA,0.0,75.45,20.0,0.0,100.0
DB1241,2026,Resident,9,56.812,SLEEPER,25.0,75.45,28.0,100.0,100.0
DB1241,2026,Resident,7,59.212,SLEEPER,25.0,75.45,44.0,100.0,100.0
DB1242,2026,Nonresident,32,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,31,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,30,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,29,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,28,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,27,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,26,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,25,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,24,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,23,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,22,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,21,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,20,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,19,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,18,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,17,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,16,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,15,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,14,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,13,24.634,INSUFFICIENT DATA,0.0,82.535,0.0,0.0,40.0
DB1242,2026,Nonresident,12,25.234,INSUFFICIENT DATA,0.0,82.535,4.0,0.0,40.0
DB1242,2026,Nonresident,11,26.434,INSUFFICIENT DATA,0.0,82.535,12.0,0.0,40.0
DB1242,2026,Nonresident,10,27.634,INSUFFICIENT DATA,0.0,82.535,20.0,0.0,40.0
DB1242,2026,Nonresident,9,28.834,INSUFFICIENT DATA,0.0,82.535,28.0,0.0,40.0
DB1242,2026,Nonresident,8,30.034,INSUFFICIENT DATA,0.0,82.535,36.0,0.0,40.0
DB1242,2026,Nonresident,7,31.234,INSUFFICIENT DATA,0.0,82.535,44.0,0.0,40.0
DB1242,2026,Nonresident,6,32.434,INSUFFICIENT DATA,0.0,82.535,52.0,0.0,40.0
DB1242,2026,Nonresident,5,33.634,INSUFFICIENT DATA,0.0,82.535,60.0,0.0,40.0
DB1242,2026,Nonresident,4,34.834,INSUFFICIENT DATA,0.0,82.535,68.0,0.0,40.0
DB1242,2026,Nonresident,3,36.034,INSUFFICIENT DATA,0.0,82.535,76.0,0.0,40.0
DB1242,2026,Nonresident,2,37.234,INSUFFICIENT DATA,0.0,82.535,84.0,0.0,40.0
DB1242,2026,Nonresident,1,38.434,INSUFFICIENT DATA,0.0,82.535,92.0,0.0,40.0
DB1242,2026,Nonresident,0,39.634,INSUFFICIENT DATA,0.0,82.535,100.0,0.0,40.0
DB1242,2026,Resident,32,32.134,INSUFFICIENT DATA,0.0,88.535,0.0,0.0,100.0
DB1242,2026,Resident,31,32.134,INSUFFICIENT DATA,0.0,88.535,0.0,0.0,100.0
DB1242,2026,Resident,30,32.134,INSUFFICIENT DATA,0.0,88.535,0.0,0.0,100.0
DB1242,2026,Resident,29,32.134,INSUFFICIENT DATA,0.0,88.535,0.0,0.0,100.0
DB1242,2026,Resident,28,32.134,INSUFFICIENT DATA,0.0,88.535,0.0,0.0,100.0
DB1242,2026,Resident,27,32.134,INSUFFICIENT DATA,0.0,88.535,0.0,0.0,100.0
DB1242,2026,Resident,26,32.134,INSUFFICIENT DATA,0.0,88.535,0.0,0.0,100.0
DB1242,2026,Resident,25,32.134,INSUFFICIENT DATA,0.0,88.535,0.0,0.0,100.0
DB1242,2026,Resident,24,32.134,INSUFFICIENT DATA,0.0,88.535,0.0,0.0,100.0
DB1242,2026,Resident,23,32.734,INSUFFICIENT DATA,0.0,88.535,4.0,0.0,100.0
DB1242,2026,Resident,22,33.934,INSUFFICIENT DATA,0.0,88.535,12.0,0.0,100.0
DB1242,2026,Resident,21,35.134,INSUFFICIENT DATA,0.0,88.535,20.0,0.0,100.0
DB1242,2026,Resident,20,36.334,INSUFFICIENT DATA,0.0,88.535,28.0,0.0,100.0
DB1242,2026,Resident,19,37.534,INSUFFICIENT DATA,0.0,88.535,36.0,0.0,100.0
DB1242,2026,Resident,18,38.734,INSUFFICIENT DATA,0.0,88.535,44.0,0.0,100.0
DB1242,2026,Resident,17,39.934,INSUFFICIENT DATA,0.0,88.535,52.0,0.0,100.0
DB1242,2026,Resident,16,41.134,INSUFFICIENT DATA,0.0,88.535,60.0,0.0,100.0
DB1242,2026,Resident,15,42.334,INSUFFICIENT DATA,0.0,88.535,68.0,0.0,100.0
DB1243,2026,Nonresident,32,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,31,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,30,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,29,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,28,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,27,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,26,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,25,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,24,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,23,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,22,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,21,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,20,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,19,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,18,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,17,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,16,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,15,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,14,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,13,18.438,INSUFFICIENT DATA,0.0,57.75,0.0,0.0,40.0
DB1243,2026,Nonresident,12,19.038,INSUFFICIENT DATA,0.0,57.75,4.0,0.0,40.0
DB1243,2026,Nonresident,11,20.238,INSUFFICIENT DATA,0.0,57.75,12.0,0.0,40.0
DB1243,2026,Nonresident,10,21.438,INSUFFICIENT DATA,0.0,57.75,20.0,0.0,40.0
DB1243,2026,Nonresident,9,22.637,INSUFFICIENT DATA,0.0,57.75,28.0,0.0,40.0
DB1243,2026,Nonresident,8,23.837,INSUFFICIENT DATA,0.0,57.75,36.0,0.0,40.0
DB1243,2026,Nonresident,7,25.038,INSUFFICIENT DATA,0.0,57.75,44.0,0.0,40.0
DB1243,2026,Nonresident,6,26.238,INSUFFICIENT DATA,0.0,57.75,52.0,0.0,40.0
DB1243,2026,Nonresident,5,27.438,INSUFFICIENT DATA,0.0,57.75,60.0,0.0,40.0
DB1243,2026,Nonresident,4,28.637,INSUFFICIENT DATA,0.0,57.75,68.0,0.0,40.0
DB1243,2026,Nonresident,3,29.837,INSUFFICIENT DATA,0.0,57.75,76.0,0.0,40.0
DB1243,2026,Nonresident,2,31.038,INSUFFICIENT DATA,0.0,57.75,84.0,0.0,40.0
DB1243,2026,Nonresident,1,32.237,INSUFFICIENT DATA,0.0,57.75,92.0,0.0,40.0
DB1243,2026,Nonresident,0,33.438,INSUFFICIENT DATA,0.0,57.75,100.0,0.0,40.0
DB1243,2026,Resident,32,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,31,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,30,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,29,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,28,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,27,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,26,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,25,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,24,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,23,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,22,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,21,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,20,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,19,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,18,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,17,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,16,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,15,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,14,25.0,INSUFFICIENT DATA,0.0,60.0,0.0,0.0,100.0
DB1243,2026,Resident,12,25.6,INSUFFICIENT DATA,0.0,60.0,4.0,0.0,100.0
DB1243,2026,Resident,11,26.8,INSUFFICIENT DATA,0.0,60.0,12.0,0.0,100.0
DB1243,2026,Resident,10,28.0,INSUFFICIENT DATA,0.0,60.0,20.0,0.0,100.0
DB1243,2026,Resident,9,29.2,INSUFFICIENT DATA,0.0,60.0,28.0,0.0,100.0
DB1243,2026,Resident,8,30.4,INSUFFICIENT DATA,0.0,60.0,36.0,0.0,100.0
DB1243,2026,Resident,7,31.6,INSUFFICIENT DATA,0.0,60.0,44.0,0.0,100.0
DB1243,2026,Resident,6,32.8,INSUFFICIENT DATA,0.0,60.0,52.0,0.0,100.0
DB1243,2026,Resident,5,57.75,SLEEPER,25.0,60.0,60.0,100.0,100.0
DB1243,2026,Resident,3,60.15,SLEEPER,25.0,60.0,76.0,100.0,100.0
DB1243,2026,Resident,1,38.8,INSUFFICIENT DATA,0.0,60.0,92.0,0.0,100.0
DB1243,2026,Resident,0,40.0,INSUFFICIENT DATA,0.0,60.0,100.0,0.0,100.0
DB1244,2026,Nonresident,32,17.248,INSUFFICIENT DATA,0.0,52.991,0.0,0.0,40.0
DB1244,2026,Nonresident,31,17.248,INSUFFICIENT DATA,0.0,52.991,0.0,0.0,40.0
DB1244,2026,Nonresident,30,17.248,INSUFFICIENT DATA,0.0,52.991,0.0,0.0,40.0
DB1244,2026,Nonresident,29,17.248,INSUFFICIENT DATA,0.0,52.991,0.0,0.0,40.0
DB1244,2026,Nonresident,28,17.248,INSUFFICIENT DATA,0.0,52.991,0.0,0.0,40.0
DB1244,2026,Nonresident,27,17.248,INSUFFICIENT DATA,0.0,52.991,0.0,0.0,40.0
DB1244,2026,Nonresident,26,17.248,INSUFFICIENT DATA,0.0,52.991,0.0,0.0,40.0
DB1244,2026,Nonresident,25,17.248,INSUFFICIENT DATA,0.0,52.991,0.0,0.0,40.0
DB1244,2026,Nonresident,24,17.248,INSUFFICIENT DATA,0.0,52.991,0.0,0.0,40.0
DB1244,2026,Nonresident,23,17.248,INSUFFICIENT DATA,0.0,52.991,0.0,0.0,40.0
