hunt_code,boundary_id,boundary_id_2024,boundary_id_2023,boundary_id_2021,boundary_id_2022,hunt_name,hunt_name_2024,hunt_name_2023,hunt_name_2021,hunt_name_2022,sex_type,species,weapon,hunt_type,hunt_class,season,NOTES,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_source,permits_2026_draw_source,draw_2026_system_type,draw_design,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,percent_harvest_success_previous_hunting_season,current_age_3yr_average,average_harvest_age,average_harvest_age_reported_hunt_year,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source,permits_2018_res,permits_2018_nr,permits_2018_total,permits_2018_source,permits_2019_res,permits_2019_nr,permits_2019_total,permits_2019_source,permits_2020_res,permits_2020_nr,permits_2020_total,permits_2020_source,permits_2021_res,permits_2021_nr,permits_2021_total,permits_2021_source,permits_2022_res,permits_2022_nr,permits_2022_total,permits_2022_source,permits_2023_res,permits_2023_nr,permits_2023_total,permits_2023_source,permits_2026_res,permits_2026_nr,permits_2026_total,draw_system_type,draw_pool,draw_system_type_source,draw_system_type_confidence,metric_scope,resident_eligible_applicants,resident_bonus_permits,resident_regular_permits,resident_success_ratio,resident_p_draw,resident_p_draw_percent,nonresident_eligible_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_success_ratio,nonresident_p_draw,nonresident_p_draw_percent,total_eligible_applicants,total_bonus_permits,total_regular_permits,total_success_ratio,total_p_draw,total_p_draw_percent,actual_draw_year,model_target_year,residency,points,record_type,dwr_huntplanner_source_url,dwr_huntplanner_source_retrieved_at,dwr_huntplanner_management_stats_available,dwr_huntplanner_hunt_year,dwr_huntplanner_species,dwr_huntplanner_sex_type,dwr_huntplanner_hunt_type,dwr_huntplanner_weapon,dwr_huntplanner_season_type,dwr_huntplanner_draw_designation,dwr_huntplanner_management_unit_key,dwr_huntplanner_percent_harvest_success_previous_hunting_season,dwr_huntplanner_public_harvest_success_previous_hunting_season,dwr_huntplanner_cwmu_harvest_success_previous_hunting_season,dwr_huntplanner_current_age_3yr_average,dwr_huntplanner_bucks_per_100_does_objective,dwr_huntplanner_current_bucks_per_100_does_3yr_average,dwr_huntplanner_bulls_per_100_cows_objective,dwr_huntplanner_bulls_per_100_cows_estimate,dwr_huntplanner_total_hunters_previous_hunting_season,dwr_huntplanner_hunt_name
CG7500,446,,,,,"Central Mtns, Southwest Manti",,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,COUGAR,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf | 2019_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,16,2,18,,17,1,18,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,,,,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,cougar_license_based;reference_only,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019,2018;2019;2020,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7501,71,,,,,Chalk Creek/kamas,,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,COUGAR,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf | 2019_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,11,1,12,,,,,,,,,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,cougar_license_based;reference_only,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code,high,total,,,,,,,,,,,,,,,,,,,2017;2018,2018;2019,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7504,288,,,,,Stansbury,,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED,cougar_license_based,2017_canonical_promotion_standardized_source_family_contract,high,total,,,,,,,,,,,,,,,,,,,2017,2018,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7505,711,,,,,North,,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,COUGAR,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf | 2019_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,13,2,15,,14,1,15,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,,,,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,cougar_license_based;reference_only,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019,2018;2019;2020,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7507,59,,,,,"Central Mtns, Northwest Manti",,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,COUGAR,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf | 2019_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,10,1,11,,11,1,12,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,,,,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,cougar_license_based;reference_only,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019,2018;2019;2020,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7600,628,,,,,Beaver,,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED,cougar_license_based,2017_canonical_promotion_standardized_source_family_contract,high,total,,,,,,,,,,,,,,,,,,,2017,2018,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7601,16,,,,,"Box Elder, Desert",,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED,cougar_license_based,2017_canonical_promotion_standardized_source_family_contract,high,total,,,,,,,,,,,,,,,,,,,2017,2018,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7606,57,,,,,"Central Mtns, Nebo West Face;West Face",,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,COUGAR,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf | 2019_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,13,2,15,,17,1,18,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,,,,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,cougar_license_based;reference_only,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019,2018;2019;2020,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7607,445,,,,,"Central Mtns, Northeast Manti",,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,COUGAR,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf | 2019_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,13,2,15,,14,1,15,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,,,,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,cougar_license_based;reference_only,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019,2018;2019;2020,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7609,63,,,,,"Central Mtns, Southeast Manti",,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,COUGAR,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf | 2019_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,17,1,18,,23,2,25,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,,,,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,cougar_license_based;reference_only,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019,2018;2019;2020,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7611,88,,,,,"Fillmore, Pahvant",,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,COUGAR,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf | 2019_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,16,2,18,,17,1,18,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,,,,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,cougar_license_based;reference_only,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019,2018;2019;2020,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7613,630,,,,,Mt Dutton,,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,COUGAR,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf | 2019_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,13,2,15,,14,1,15,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,13,1,14,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,cougar_license_based;reference_only,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020,2018;2019;2020;2021,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7615,634,,,,,Panguitch Lake,,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,COUGAR,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf | 2019_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,10,1,11,,10,1,11,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,16,1,17,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,cougar_license_based;reference_only,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020,2018;2019;2020;2021,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7618,172,,,,,"Plateau, Boulder",,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,COUGAR,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf | 2019_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,13,2,15,,14,1,15,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,,,,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,cougar_license_based;reference_only,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019,2018;2019;2020,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7619,633,,,,,"Plateau, Fishlake",,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,COUGAR,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf | 2019_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,13,2,15,,10,1,11,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,10,1,11,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,cougar_license_based;reference_only,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020,2018;2019;2020;2021,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
CG7620,632,,,,,"Plateau, Thousand Lakes",,,,,Either Sex,Cougar,Any Legal Weapon,Limited Entry,COUGAR,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=2017_cougar_odds_report.pdf | 2019_cougar_odds_report.pdf,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,1,0,1,,3,0,3,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,,,,,,,,,,,,,,,,,,,,COUGAR_LICENSE_BASED;REFERENCE_ONLY,cougar_license_based;reference_only,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019,2018;2019;2020,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
DA1005,137,,,,,"North Slope, Manila-phil Pico",,,,,Antlerless;Female,Deer,"Archery;Archery, Mzldr, Shotgun Only",General Season;Limited Entry,Adult;ANTLERLESS_DEER;Youth;YOUTH_ANTLERLESS_DEER,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=17_antlerless_points.pdf | 17_antlerless_youth_points.pdf | 2019_PERMITS=2020_MODEL__ANTLERLESS_DEER_DRAW_RESULTS.pdf | 2019_PERMITS=2020_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,4;41,0;1,5;41,,44,1,45,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,39,1,40,,,,,,,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER;REFERENCE_ONLY,general_season_antlerless_deer;preference_antlerless_deer;youth_antlerless_deer,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020,2018;2019;2020;2021,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
DA1006,475,,,,,"Panguitch Lake, Cottonwood",,,,,Female,Deer,Any Legal Weapon,Limited Entry,,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=17_antlerless_points.pdf | 17_antlerless_youth_points.pdf,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER,preference_antlerless_deer,2017_canonical_promotion_standardized_source_family_contract,high,total,,,,,,,,,,,,,,,,,,,2017,2018,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
DA1008,476,,,,,"Panguitch Lake, Summit",,,,,Female,Deer,Any Legal Weapon,Limited Entry,,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=17_antlerless_points.pdf | 17_antlerless_youth_points.pdf,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER,preference_antlerless_deer,2017_canonical_promotion_standardized_source_family_contract,high,total,,,,,,,,,,,,,,,,,,,2017,2018,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
DA1010,252,,,,,"Zion, Northwest Zion",,,,,Antlerless;Female,Deer,Any Legal Weapon,General Season;Limited Entry,ANTLERLESS_DEER;Youth;YOUTH_ANTLERLESS_DEER,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=17_antlerless_points.pdf | 17_antlerless_youth_points.pdf | 2019_PERMITS=2020_MODEL__ANTLERLESS_DEER_DRAW_RESULTS.pdf | 2019_PERMITS=2020_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER,,,,,,,,,,,,,,,,,,,,,,20;72,0;8,20;80,,39,1,40,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,,,,,,,,,,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER,general_season_antlerless_deer;preference_antlerless_deer;youth_antlerless_deer,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019,2018;2019;2020,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
DA1014,833,,,,,"Monroe, Annabella",,,,,Female,Deer,Any Legal Weapon,Limited Entry,,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=17_antlerless_points.pdf | 17_antlerless_youth_points.pdf,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER,preference_antlerless_deer,2017_canonical_promotion_standardized_source_family_contract,high,total,,,,,,,,,,,,,,,,,,,2017,2018,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
DA1015,834,,,,,"Monroe, Foothills",,,,,Female,Deer,Any Legal Weapon,Limited Entry,,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=17_antlerless_points.pdf | 17_antlerless_youth_points.pdf,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER,preference_antlerless_deer,2017_canonical_promotion_standardized_source_family_contract,high,total,,,,,,,,,,,,,,,,,,,2017,2018,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
DA1016,835,,,,,"Monroe/plateau, Angle;Plateau, East Angle",,,,,Antlerless;Female,Deer,Any Legal Weapon,General Season;Limited Entry,ANTLERLESS_DEER;YOUTH_ANTLERLESS_DEER,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=17_antlerless_points.pdf | 17_antlerless_youth_points.pdf | 2019_PERMITS=2020_MODEL__ANTLERLESS_DEER_DRAW_RESULTS.pdf | 2019_PERMITS=2020_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER,,,,,,,,,,,,,,,,,,,,,,,,,,35,5,40,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,,,,,,,,,,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER,general_season_antlerless_deer;preference_antlerless_deer;youth_antlerless_deer,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code,high,total,,,,,,,,,,,,,,,,,,,2017;2019,2018;2020,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
DA1019,840,,,,,"Pine Valley, New Harmony",,,,,Antlerless;Female,Deer,"Archery;Archery, Mzldr, Shotgun Only",General Season;Limited Entry,Adult;ANTLERLESS_DEER;Youth;YOUTH_ANTLERLESS_DEER,,PDF_CONFIRMED_TRUTH_ONLY_BACKFILL; source=draw_results_long/canonical_yearly; raw_pdf_confirmed=TRUE; matched_pdfs=17_antlerless_points.pdf | 17_antlerless_youth_points.pdf | 2019_PERMITS=2020_MODEL__ANTLERLESS_DEER_DRAW_RESULTS.pdf | 2019_PERMITS=2020_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER;REFERENCE_ONLY,,,,,,,,,,,,,,,,,,,,,,3;43,0;3,3;46,,39,6,45,CANONICAL_YEARLY_DRAW_RESULTS_2019_FOR_2020_MODEL,26,2,28,,,,,,,,,,,,,,,,,PREFERENCE_ANTLERLESS_DEER;REFERENCE_ONLY,general_season_antlerless_deer;preference_antlerless_deer;youth_antlerless_deer,2017_canonical_promotion_standardized_source_family_contract;outputs.draw_design.hunt_code;outputs.draw_design.hunt_code_year,high,total,,,,,,,,,,,,,,,,,,,2017;2018;2019;2020,2018;2019;2020;2021,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;TOTAL,hunt_total_draw_result;point_level_draw_result,,,,,,,,,,,,,,,,,,,,,
